Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1998TIII;61,76
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1998TII;66,81
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1998TI;61,58
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1997TIV;68,82
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1997TIII;65,69
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1997TII;57,10
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1997TI;49,89
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1996TIV;54,48
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1996TIII;71,31
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1996TII;69,74
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1996TI;58,84
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2001TIV;4,96
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2001TIII;8,45
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2001TII;6,47
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2001TI;4,04
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2000TIV;6,03
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2000TIII;4,99
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2000TII;7,05
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;2000TI;5,95
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1999TIV;5,39
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1999TIII;5,20
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1999TII;3,26
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1999TI;5,02
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1998TIV;2,15
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1998TIII;4,11
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1998TII;3,22
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1998TI;2,82
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1997TIV;3,15
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1997TIII;3,56
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1997TII;4,29
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1997TI;4,40
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1996TIV;5,00
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1996TIII;2,64
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1996TII;2,37
País Vasco;mujeres;de 16 a 19 años;tasas de empleo;1996TI;4,05
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2001TIV;56,92
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2001TIII;50,00
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2001TII;53,44
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2001TI;52,77
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2000TIV;53,51
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2000TIII;53,56
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2000TII;50,19
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;2000TI;50,40
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1999TIV;52,05
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1999TIII;52,28
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1999TII;51,14
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1999TI;52,45
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1998TIV;53,60
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1998TIII;57,09
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1998TII;53,45
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1998TI;51,86
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1997TIV;54,63
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1997TIII;53,45
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1997TII;50,92
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1997TI;50,77
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1996TIV;53,01
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1996TIII;53,33
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1996TII;52,07
País Vasco;mujeres;de 20 a 24 años;tasas de actividad;1996TI;51,84
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2001TIV;21,49
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2001TIII;19,64
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2001TII;27,54
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2001TI;21,74
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2000TIV;32,96
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2000TIII;29,54
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2000TII;29,14
País Vasco;mujeres;de 20 a 24 años;tasas de paro;2000TI;30,73
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1999TIV;37,68
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1999TIII;35,75
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1999TII;34,67
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1999TI;37,19
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1998TIV;38,82
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1998TIII;38,63
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1998TII;44,96
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1998TI;46,15
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1997TIV;45,53
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1997TIII;43,92
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1997TII;44,00
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1997TI;49,38
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1996TIV;46,99
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1996TIII;46,38
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1996TII;51,68
País Vasco;mujeres;de 20 a 24 años;tasas de paro;1996TI;54,26
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2001TIV;44,69
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2001TIII;40,18
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2001TII;38,72
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2001TI;41,30
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2000TIV;35,87
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2000TIII;37,74
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2000TII;35,56
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;2000TI;34,91
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1999TIV;32,44
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1999TIII;33,59
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1999TII;33,41
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1999TI;32,95
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1998TIV;32,80
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1998TIII;35,04
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1998TII;29,42
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1998TI;27,93
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1997TIV;29,76
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1997TIII;29,97
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1997TII;28,51
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1997TI;25,70
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1996TIV;28,10
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1996TIII;28,60
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1996TII;25,17
País Vasco;mujeres;de 20 a 24 años;tasas de empleo;1996TI;23,71
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2001TIV;68,79
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2001TIII;68,82
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2001TII;67,94
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2001TI;68,59
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2000TIV;68,36
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2000TIII;65,68
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2000TII;66,59
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;2000TI;65,79
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1999TIV;66,54
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1999TIII;65,26
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1999TII;65,91
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1999TI;65,61
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1998TIV;64,28
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1998TIII;64,29
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1998TII;64,65
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1998TI;64,42
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1997TIV;65,05
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1997TIII;64,50
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1997TII;64,67
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1997TI;63,74
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1996TIV;62,47
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1996TIII;62,62
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1996TII;61,72
País Vasco;mujeres;de 25 a 54 años;tasas de actividad;1996TI;60,59
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2001TIV;14,02
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2001TIII;13,17
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2001TII;12,98
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2001TI;15,52
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2000TIV;17,66
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2000TIII;17,41
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2000TII;17,48
País Vasco;mujeres;de 25 a 54 años;tasas de paro;2000TI;18,52
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1999TIV;18,97
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1999TIII;19,73
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1999TII;19,51
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1999TI;19,80
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1998TIV;21,72
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1998TIII;22,52
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1998TII;23,67
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1998TI;23,47
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1997TIV;24,41
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1997TIII;24,40
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1997TII;23,93
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1997TI;24,77
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1996TIV;24,29
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1996TIII;25,07
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1996TII;24,66
País Vasco;mujeres;de 25 a 54 años;tasas de paro;1996TI;27,08
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2001TIV;59,15
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2001TIII;59,75
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2001TII;59,12
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2001TI;57,95
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2000TIV;56,29
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2000TIII;54,24
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2000TII;54,95
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;2000TI;53,60
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1999TIV;53,92
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1999TIII;52,38
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1999TII;53,05
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1999TI;52,62
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1998TIV;50,32
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1998TIII;49,81
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1998TII;49,35
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1998TI;49,30
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1997TIV;49,17
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1997TIII;48,76
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1997TII;49,20
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1997TI;47,95
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1996TIV;47,30
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1996TIII;46,92
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1996TII;46,50
País Vasco;mujeres;de 25 a 54 años;tasas de empleo;1996TI;44,18
País Vasco;mujeres;de 55 y más años;tasas de actividad;2001TIV;6,51
País Vasco;mujeres;de 55 y más años;tasas de actividad;2001TIII;6,78
País Vasco;mujeres;de 55 y más años;tasas de actividad;2001TII;6,16
País Vasco;mujeres;de 55 y más años;tasas de actividad;2001TI;7,06
País Vasco;mujeres;de 55 y más años;tasas de actividad;2000TIV;7,52
País Vasco;mujeres;de 55 y más años;tasas de actividad;2000TIII;7,58
País Vasco;mujeres;de 55 y más años;tasas de actividad;2000TII;8,11
País Vasco;mujeres;de 55 y más años;tasas de actividad;2000TI;7,36
País Vasco;mujeres;de 55 y más años;tasas de actividad;1999TIV;7,12
País Vasco;mujeres;de 55 y más años;tasas de actividad;1999TIII;7,19
País Vasco;mujeres;de 55 y más años;tasas de actividad;1999TII;6,80
País Vasco;mujeres;de 55 y más años;tasas de actividad;1999TI;6,55
País Vasco;mujeres;de 55 y más años;tasas de actividad;1998TIV;6,69
País Vasco;mujeres;de 55 y más años;tasas de actividad;1998TIII;6,78
País Vasco;mujeres;de 55 y más años;tasas de actividad;1998TII;6,91
País Vasco;mujeres;de 55 y más años;tasas de actividad;1998TI;7,05
País Vasco;mujeres;de 55 y más años;tasas de actividad;1997TIV;7,16
País Vasco;mujeres;de 55 y más años;tasas de actividad;1997TIII;7,16
País Vasco;mujeres;de 55 y más años;tasas de actividad;1997TII;6,90
País Vasco;mujeres;de 55 y más años;tasas de actividad;1997TI;7,66
País Vasco;mujeres;de 55 y más años;tasas de actividad;1996TIV;7,50
País Vasco;mujeres;de 55 y más años;tasas de actividad;1996TIII;7,89
País Vasco;mujeres;de 55 y más años;tasas de actividad;1996TII;8,06
País Vasco;mujeres;de 55 y más años;tasas de actividad;1996TI;7,78
País Vasco;mujeres;de 55 y más años;tasas de paro;2001TIV;7,32
País Vasco;mujeres;de 55 y más años;tasas de paro;2001TIII;9,00
País Vasco;mujeres;de 55 y más años;tasas de paro;2001TII;7,90
País Vasco;mujeres;de 55 y más años;tasas de paro;2001TI;7,93
País Vasco;mujeres;de 55 y más años;tasas de paro;2000TIV;7,00
País Vasco;mujeres;de 55 y más años;tasas de paro;2000TIII;8,98
País Vasco;mujeres;de 55 y más años;tasas de paro;2000TII;7,33
País Vasco;mujeres;de 55 y más años;tasas de paro;2000TI;10,59
País Vasco;mujeres;de 55 y más años;tasas de paro;1999TIV;7,12
País Vasco;mujeres;de 55 y más años;tasas de paro;1999TIII;8,27
País Vasco;mujeres;de 55 y más años;tasas de paro;1999TII;8,11
País Vasco;mujeres;de 55 y más años;tasas de paro;1999TI;4,15
País Vasco;mujeres;de 55 y más años;tasas de paro;1998TIV;8,96
País Vasco;mujeres;de 55 y más años;tasas de paro;1998TIII;10,23
País Vasco;mujeres;de 55 y más años;tasas de paro;1998TII;9,11
País Vasco;mujeres;de 55 y más años;tasas de paro;1998TI;9,99
País Vasco;mujeres;de 55 y más años;tasas de paro;1997TIV;8,10
País Vasco;mujeres;de 55 y más años;tasas de paro;1997TIII;10,36
País Vasco;mujeres;de 55 y más años;tasas de paro;1997TII;8,09
País Vasco;mujeres;de 55 y más años;tasas de paro;1997TI;10,87
País Vasco;mujeres;de 55 y más años;tasas de paro;1996TIV;11,06
País Vasco;mujeres;de 55 y más años;tasas de paro;1996TIII;16,35
País Vasco;mujeres;de 55 y más años;tasas de paro;1996TII;16,83
País Vasco;mujeres;de 55 y más años;tasas de paro;1996TI;12,62
País Vasco;mujeres;de 55 y más años;tasas de empleo;2001TIV;6,03
País Vasco;mujeres;de 55 y más años;tasas de empleo;2001TIII;6,17
País Vasco;mujeres;de 55 y más años;tasas de empleo;2001TII;5,67
País Vasco;mujeres;de 55 y más años;tasas de empleo;2001TI;6,50
País Vasco;mujeres;de 55 y más años;tasas de empleo;2000TIV;6,99
País Vasco;mujeres;de 55 y más años;tasas de empleo;2000TIII;6,90
País Vasco;mujeres;de 55 y más años;tasas de empleo;2000TII;7,51
País Vasco;mujeres;de 55 y más años;tasas de empleo;2000TI;6,58
País Vasco;mujeres;de 55 y más años;tasas de empleo;1999TIV;6,62
País Vasco;mujeres;de 55 y más años;tasas de empleo;1999TIII;6,60
País Vasco;mujeres;de 55 y más años;tasas de empleo;1999TII;6,25
País Vasco;mujeres;de 55 y más años;tasas de empleo;1999TI;6,28
País Vasco;mujeres;de 55 y más años;tasas de empleo;1998TIV;6,09
País Vasco;mujeres;de 55 y más años;tasas de empleo;1998TIII;6,09
País Vasco;mujeres;de 55 y más años;tasas de empleo;1998TII;6,28
País Vasco;mujeres;de 55 y más años;tasas de empleo;1998TI;6,35
País Vasco;mujeres;de 55 y más años;tasas de empleo;1997TIV;6,58
País Vasco;mujeres;de 55 y más años;tasas de empleo;1997TIII;6,42
País Vasco;mujeres;de 55 y más años;tasas de empleo;1997TII;6,35
País Vasco;mujeres;de 55 y más años;tasas de empleo;1997TI;6,83
País Vasco;mujeres;de 55 y más años;tasas de empleo;1996TIV;6,67
País Vasco;mujeres;de 55 y más años;tasas de empleo;1996TIII;6,60
País Vasco;mujeres;de 55 y más años;tasas de empleo;1996TII;6,70
País Vasco;mujeres;de 55 y más años;tasas de empleo;1996TI;6,80
Rioja (La);ambos sexos;total;tasas de actividad;2001TIV;51,09
Rioja (La);ambos sexos;total;tasas de actividad;2001TIII;50,52
Rioja (La);ambos sexos;total;tasas de actividad;2001TII;49,73
Rioja (La);ambos sexos;total;tasas de actividad;2001TI;50,43
Rioja (La);ambos sexos;total;tasas de actividad;2000TIV;52,00
Rioja (La);ambos sexos;total;tasas de actividad;2000TIII;51,29
Rioja (La);ambos sexos;total;tasas de actividad;2000TII;51,41
Rioja (La);ambos sexos;total;tasas de actividad;2000TI;50,39
Rioja (La);ambos sexos;total;tasas de actividad;1999TIV;50,83
Rioja (La);ambos sexos;total;tasas de actividad;1999TIII;50,39
Rioja (La);ambos sexos;total;tasas de actividad;1999TII;48,78
Rioja (La);ambos sexos;total;tasas de actividad;1999TI;48,90
Rioja (La);ambos sexos;total;tasas de actividad;1998TIV;49,42
Rioja (La);ambos sexos;total;tasas de actividad;1998TIII;49,95
